id
50
29
5
43
61
1
24
8
25
5
7
20
28
22
9
8
35
42
1
68
2
82
18
12
1
6
5
15
7
7
11
4
2
3
30
3
22
3
9
1
1
2
1
1
27
16
95
8
47
17
3
48
14
6
7
9
12
1
46
31
1
20
23
11
4
41
26
47
43
52
2
35
48
33
7
9
6
1
4
103
13
5
10
43
17
8
16
6
44
9
83
17
6
18
9
21
23
81
16
12
2
14
13
1
11
7
1
69
5
1
4
5
3
27
2
14
1
6
4
3
5
1
3
22
1
1
7
12
4
1
1
5
9
6
15
36
1
3
3
15
39
1
17
5
4
44
11
1
2
21
5
7
6
8
1
22
1
2
2
62
12
2
1
34
1
2
